"";"TCGA.DZ.6132";"TCGA.BQ.7055";"TCGA.BQ.5877";"TCGA.GL.A9DE";"TCGA.P4.A5E8";"TCGA.Y8.A8RY";"TCGA.BQ.7051";"TCGA.BQ.5878";"TCGA.GL.A59R";"TCGA.DZ.6133";"TCGA.BQ.5882";"TCGA.A4.A4ZT";"TCGA.BQ.5879";"TCGA.B9.4115";"TCGA.BQ.7059";"TCGA.BQ.7045";"TCGA.BQ.5875";"TCGA.BQ.5888";"TCGA.BQ.5887";"TCGA.BQ.7061";"TCGA.DZ.6131";"TCGA.GL.6846";"TCGA.DZ.6134";"TCGA.BQ.5894";"TCGA.BQ.5890";"TCGA.BQ.5884";"TCGA.BQ.7046";"TCGA.P4.A5ED";"TCGA.BQ.7044";"TCGA.A4.A57E";"TCGA.BQ.5891";"TCGA.GL.7966"
"TCGA.BQ.5882";0,214610859978243;0,234883536146976;0,826857512982847;0,165495871160247;0,138165923979229;0,131017371376089;0,441334095607705;0,826315395616439;0,127100074438992;0,385049852786966;0;0,168797556484491;0,776387006141857;0,569232069507641;0,596930138967356;0,469957165632767;0,273544528786961;0,170128977624009;0,23556790182831;0,113530425565912;0,169246726117422;0,591323948449012;0,429659088927622;0,831131271035062;0,466309230940659;0,715344779887613;0,672114810820257;0,131758794363112;0,463916338421248;0,261553047399444;0,616652857679564;0,189380619445401
"TCGA.A4.A4ZT";0,752059740498706;0,725433913296467;0,0558235879948248;0,876657419198723;0,753749812930715;0,869260581224517;0,637084530890904;0,308035003671174;0,672482790834644;0,594158680678839;0,168797556484491;0;0,323130782421854;0,564959566284507;0,518782654534744;0,562798278424199;0,791735513489128;0,707958333758965;0,654376174624397;0,714006848159243;0,554398622053055;0,519463491548591;0,567450648259822;0,039427579647933;0,352910949506037;0,221500741621716;0,473001807771891;0,723094055378488;0,501238480778514;0,756879873335846;0,485577488554773;0,793511148167179
"TCGA.BQ.5879";0,370722933906155;0,396253363945149;0,705473571974522;0,325517866370404;0,290454716475762;0,276078093350991;0,581612793095958;0,822893166555115;0,29954500735827;0,565491545251684;0,776387006141857;0,323130782421854;0;0,693267393913908;0,73198840368137;0,636977972855519;0,429584842940082;0,32844060100133;0,39057256717638;0,286060115971127;0,342813341997636;0,704575504605245;0,588068115302499;0,687329438683511;0,633025259622699;0,8117366242429;0,771357179677227;0,301855021340935;0,630499740999043;0,434089656820462;0,779942174945794;0,353443925350368
"TCGA.B9.4115";0,547684810428372;0,628946995661564;0,457011706745073;0,574815658982889;0,499466242475922;0,545444007095585;0,75727654444891;0,69151165790465;0,496710465671307;0,698826802696293;0,569232069507641;0,564959566284507;0,693267393913908;0;0,777509932861131;0,744620300069742;0,655324936200877;0,521739979585641;0,620284516455445;0,499620188613992;0,523663899877964;0,897459441860495;0,691633337150856;0,442061431987599;0,560934100621422;0,577377919689196;0,825889662564074;0,514110447475146;0,658772187314757;0,607501250222907;0,847578777822453;0,528561670106046
"TCGA.BQ.7059";0,597827205094448;0,576010674253755;0,503978650844979;0,510976789811479;0,515764461553267;0,449762494133165;0,800009965835902;0,707805056810013;0,478979347069272;0,707066957468562;0,596930138967356;0,518782654534744;0,73198840368137;0,777509932861131;0;0,796243920924923;0,646004646849849;0,534902119817814;0,539526744205725;0,466342733560346;0,453508789580931;0,7746534425132;0,77673768420004;0,483293664982973;0,649926228452615;0,645150627650601;0,843612158492682;0,496001716512753;0,778623690790536;0,636936773245411;0,794248205119936;0,56482597535036
"TCGA.BQ.7045";0,651066142226788;0,687637422710504;0,405855812274301;0,585313742294292;0,583504239609598;0,503626218721568;0,786201140001722;0,576855380901175;0,603983573956199;0,844772897895465;0,469957165632767;0,562798278424199;0,636977972855519;0,744620300069742;0,796243920924923;0;0,722877978452233;0,633278821012559;0,664034233808706;0,595489028952439;0,605147861194447;0,750142495468663;0,883478935241656;0,379739033708633;0,706889385881081;0,594393402866243;0,712998644593946;0,607672887437059;0,826143248132829;0,700076207512307;0,786565532738643;0,601327967741197
"TCGA.BQ.5875";0,817970514465411;0,822001614462727;0,177518692011362;0,795188889539852;0,812120954680813;0,722935191635172;0,785175044990551;0,405778258378684;0,75092192920919;0,732631763381123;0,273544528786961;0,791735513489128;0,429584842940082;0,655324936200877;0,646004646849849;0,722877978452233;0;0,774510902525691;0,743319331872999;0,755774919764357;0,623030638468748;0,622154468282901;0,722176930617568;0,159289511455714;0,497373075615137;0,350089391685112;0,574856280229765;0,790991632754992;0,648468114514599;0,842874974789819;0,599491227203863;0,793250340457955
"TCGA.BQ.5888";0,809146532099962;0,74433532508315;0,0795602332040873;0,696546710685688;0,738755571735657;0,642231631219106;0,654335266699192;0,289816999086819;0,695814608965154;0,68379699215627;0,170128977624009;0,707958333758965;0,32844060100133;0,521739979585641;0,534902119817814;0,633278821012559;0,774510902525691;0;0,64479788479612;0,732307730297697;0,583919885335118;0,513343738585747;0,678884796288284;0,0603152484051733;0,447837853726983;0,272334998178275;0,467191497006673;0,70469278216197;0,573328647760153;0,737939114998064;0,48859652141161;0,735984229202425
"TCGA.BQ.5887";0,594479894910753;0,830453853816484;0,155591567750326;0,738779713042419;0,632650575063145;0,659726117147908;0,650113351761418;0,344414890451796;0,735639536711194;0,716707419019158;0,23556790182831;0,654376174624397;0,39057256717638;0,620284516455445;0,539526744205725;0,664034233808706;0,743319331872999;0,64479788479612;0;0,765174342174695;0,793096578739692;0,587574613264116;0,638041771312293;0,136373113970808;0,488857533878698;0,340351651401635;0,506788407446718;0,743261317499951;0,587827540989019;0,678261921008492;0,589112223264305;0,592598131759109
"TCGA.BQ.7061";0,672488379964967;0,78092064584381;0,0360252975565113;0,781693215723195;0,741986751834945;0,687257732927363;0,582175801749866;0,22885986343331;0,875238812161015;0,664615392278393;0,113530425565912;0,714006848159243;0,286060115971127;0,499620188613992;0,466342733560346;0,595489028952439;0,755774919764357;0,732307730297697;0,765174342174695;0;0,743675765343609;0,468098806613805;0,602151420240096;0,015561660129387;0,446437117593751;0,240937874829216;0,398867249165077;0,85491814165232;0,556635926879779;0,753016606274268;0,479224057891205;0,67703304782716
"TCGA.DZ.6131";0,505544099115435;0,719734309746631;0,111109593674689;0,651972238104913;0,528698960528978;0,555874379888889;0,522966092901043;0,262710907207402;0,691049325289419;0,685573815782382;0,169246726117422;0,554398622053055;0,342813341997636;0,523663899877964;0,453508789580931;0,605147861194447;0,623030638468748;0,583919885335118;0,793096578739692;0,743675765343609;0;0,493493073651003;0,589790128065381;0,0883067688068302;0,500845071422365;0,322404923354348;0,414090365825395;0,668052250044446;0,559846840593119;0,602184749503155;0,538563880662416;0,511377536539336
"TCGA.GL.6846";0,526670929590089;0,605314133744282;0,48599385157618;0,523969781962777;0,475721815228495;0,498436887981285;0,749458054180685;0,709606838896562;0,469287564066026;0,702016403707658;0,591323948449012;0,519463491548591;0,704575504605245;0,897459441860495;0,7746534425132;0,750142495468663;0,622154468282901;0,513343738585747;0,587574613264116;0,468098806613805;0,493493073651003;0;0,704818232712789;0,472706785711219;0,562526682812221;0,600198703879085;0,838793573128231;0,481136722929415;0,653998379464868;0,575305944101206;0,842689198334999;0,488147853197811
"TCGA.DZ.6134";0,683576213737834;0,679924722647944;0,361380366700423;0,579387875071211;0,604970375293926;0,496222701945616;0,773870649805086;0,526613309659958;0,603847057377721;0,842529518883356;0,429659088927622;0,567450648259822;0,588068115302499;0,691633337150856;0,77673768420004;0,883478935241656;0,722176930617568;0,678884796288284;0,638041771312293;0,602151420240096;0,589790128065381;0,704818232712789;0;0,338374931059641;0,689024168689012;0,555727268072794;0,681693246434579;0,603312458823617;0,830177197743501;0,71397417173702;0,729616254634699;0,621832358391824
"TCGA.BQ.5894";0,0981702523123904;0,127991225680748;0,926889842726623;0,0428419282954181;0,031381450908145;0;0,328112150131295;0,690595287222858;0,0381039189321748;0,297686788885484;0,831131271035062;0,039427579647933;0,687329438683511;0,442061431987599;0,483293664982973;0,379739033708633;0,159289511455714;0,0603152484051733;0,136373113970808;0,015561660129387;0,0883067688068302;0,472706785711219;0,338374931059641;0;0,434559674805456;0,708417524185537;0,540447828908824;0,0339508031073945;0,39241913554833;0,158181158679469;0,518291015066325;0,070822196426375
"TCGA.BQ.5890";0,453953468859584;0,483293098229988;0,460337222109802;0,37929174480704;0,399737060858838;0,287832070417117;0,571097537865085;0,499313159175865;0,478310475223835;0,683002465356334;0,466309230940659;0,352910949506037;0,633025259622699;0,560934100621422;0,649926228452615;0,706889385881081;0,497373075615137;0,447837853726983;0,488857533878698;0,446437117593751;0,500845071422365;0,562526682812221;0,689024168689012;0,434559674805456;0;0,69911956553303;0,579679110129504;0,449111370084923;0,793296093600796;0,54739135946148;0,681100982834705;0,431598371071978
"TCGA.BQ.5884";0,292214041017765;0,337516693405824;0,741304311568797;0,237753905712796;0,221139063318687;0,171114902498848;0,496249893723736;0,691323123122554;0,261898450884352;0,534573409546935;0,715344779887613;0,221500741621716;0,8117366242429;0,577377919689196;0,645150627650601;0,594393402866243;0,350089391685112;0,272334998178275;0,340351651401635;0,240937874829216;0,322404923354348;0,600198703879085;0,555727268072794;0,708417524185537;0,69911956553303;0;0,656392333206892;0,252211530580667;0,623969692959914;0,366627851663226;0,69971221989441;0,265772292440982
"TCGA.BQ.7046";0,505891376932683;0,540022671462153;0,553943017520297;0,463251152198522;0,433533508249217;0,431165632524867;0,742541255968453;0,790035182829992;0,405698198561995;0,652551334944061;0,672114810820257;0,473001807771891;0,771357179677227;0,825889662564074;0,843612158492682;0,712998644593946;0,574856280229765;0,467191497006673;0,506788407446718;0,398867249165077;0,414090365825395;0,838793573128231;0,681693246434579;0,540447828908824;0,579679110129504;0,656392333206892;0;0,422560206052628;0,662626157489739;0,54646349438537;0,807488279532007;0,479214588710624
"TCGA.P4.A5ED";0,698525994791058;0,790719574015482;0,0565970489691137;0,766873952043863;0,799946061447352;0,681823153538607;0,631489778268989;0,254959919179747;0,902652362644401;0,663150144631407;0,131758794363112;0,723094055378488;0,301855021340935;0,514110447475146;0,496001716512753;0,607672887437059;0,790991632754992;0,70469278216197;0,743261317499951;0,85491814165232;0,668052250044446;0,481136722929415;0,603312458823617;0,0339508031073945;0,449111370084923;0,252211530580667;0,422560206052628;0;0,566931788176528;0,794161354649487;0,481733187672135;0,706193024901295
"TCGA.BQ.7044";0,604016771546742;0,597870263341866;0,41777586269775;0,520092199288906;0,54886933628635;0,423648967196224;0,710248625051675;0,538650554641704;0,57848328154224;0,772804831529027;0,463916338421248;0,501238480778514;0,630499740999043;0,658772187314757;0,778623690790536;0,826143248132829;0,648468114514599;0,573328647760153;0,587827540989019;0,556635926879779;0,559846840593119;0,653998379464868;0,830177197743501;0,39241913554833;0,793296093600796;0,623969692959914;0,662626157489739;0,566931788176528;0;0,690693611800204;0,737813585808111;0,573898100562325
"TCGA.A4.A57E";0,805165941780558;0,738528061886098;0,177162358380903;0,742572117508896;0,814772629174211;0,662758274364638;0,73225579432219;0,382209256433212;0,779928808953252;0,726095972482235;0,261553047399444;0,756879873335846;0,434089656820462;0,607501250222907;0,636936773245411;0,700076207512307;0,842874974789819;0,737939114998064;0,678261921008492;0,753016606274268;0,602184749503155;0,575305944101206;0,71397417173702;0,158181158679469;0,54739135946148;0,366627851663226;0,54646349438537;0,794161354649487;0,690693611800204;0;0,586601282768646;0,81433247052486
"TCGA.BQ.5891";0,504991818514472;0,583071101590392;0,536281762801966;0,507236487724269;0,450515918882744;0,450846027705108;0,709171022647281;0,706569020839797;0,482223545927026;0,733886224799663;0,616652857679564;0,485577488554773;0,779942174945794;0,847578777822453;0,794248205119936;0,786565532738643;0,599491227203863;0,48859652141161;0,589112223264305;0,479224057891205;0,538563880662416;0,842689198334999;0,729616254634699;0,518291015066325;0,681100982834705;0,69971221989441;0,807488279532007;0,481733187672135;0,737813585808111;0,586601282768646;0;0,484040492429673
"TCGA.GL.7966";0,861647726229747;0,672808071420671;0,0878820567710975;0,739073332754275;0,777192006030839;0,678548293758394;0,661129298493321;0,320084823249623;0,667086391172833;0,611718285445236;0,189380619445401;0,793511148167179;0,353443925350368;0,528561670106046;0,56482597535036;0,601327967741197;0,793250340457955;0,735984229202425;0,592598131759109;0,67703304782716;0,511377536539336;0,488147853197811;0,621832358391824;0,070822196426375;0,431598371071978;0,265772292440982;0,479214588710624;0,706193024901295;0,573898100562325;0,81433247052486;0,484040492429673;0
