"";"TCGA.DZ.6132";"TCGA.BQ.7055";"TCGA.BQ.5877";"TCGA.GL.A9DE";"TCGA.P4.A5E8";"TCGA.Y8.A8RY";"TCGA.BQ.7051";"TCGA.BQ.5878";"TCGA.GL.A59R";"TCGA.DZ.6133";"TCGA.BQ.5882";"TCGA.A4.A4ZT";"TCGA.BQ.5879";"TCGA.B9.4115";"TCGA.BQ.7059";"TCGA.BQ.7045";"TCGA.BQ.5875";"TCGA.BQ.5888";"TCGA.BQ.5887";"TCGA.BQ.7061";"TCGA.DZ.6131";"TCGA.GL.6846";"TCGA.DZ.6134";"TCGA.BQ.5894";"TCGA.BQ.5890";"TCGA.BQ.5884";"TCGA.BQ.7046";"TCGA.P4.A5ED";"TCGA.BQ.7044";"TCGA.A4.A57E";"TCGA.BQ.5891";"TCGA.GL.7966"
"TCGA.DZ.6131";0,669366564372976;0,719521765774941;0,610900331018517;0,662179419982488;0,520589689300921;0,707013873360222;0,661358989112281;0,574894215207143;0,564966400490288;0,581369503572327;0,705427432967634;0,617192745203615;0,224066434620263;0,64779842619232;0,685866666974514;0,521906745786206;0,643783230547735;0,362512065668129;0,42648922231787;0,701954398276378;0;0,565357579401936;0,804276075679933;0,404903261174315;0,715414597830734;0,764051347816149;0,708110682236724;0,633465442787806;0,67587407251884;0,716788787629755;0,656540576754953;0,568042037147213
"TCGA.GL.6846";0,644668350636258;0,636936235471393;0,777616650312609;0,586560412232996;0,604205444153872;0,79373876472303;0,661864254140869;0,717080423020691;0,781639919876996;0,817397613534322;0,725404217017286;0,846869804221589;0,407729267317902;0,796461059343947;0,468122686240321;0,434423442240164;0,715181387590235;0,434866653100793;0,125915311496331;0,678577537487757;0,565357579401936;0;0,674559800998739;0,571616945256967;0,590434018255548;0,588013755926446;0,597398599332971;0,592556126567013;0,718846834926151;0,657573158815991;0,825004342055317;0,740289462758253
"TCGA.DZ.6134";0,780319426855235;0,754663591917677;0,678380827432468;0,67562524147159;0,552170611255579;0,81100313359178;0,709755584247142;0,654782356767629;0,685667882313732;0,689694829491601;0,739065186151963;0,731627634179218;0,288459842103744;0,749868559657383;0,738903447566669;0,580695795931064;0,714015881878975;0,398945426292016;0,389861178561127;0,73156352733312;0,804276075679933;0,674559800998739;0;0,458048715051768;0,713580464835915;0,774718560613449;0,797962558634164;0,654731596579546;0,747670511860254;0,744862604971808;0,753264285588032;0,626194670104827
"TCGA.BQ.5894";0,483450583677064;0,442320409287192;0,54802271565944;0,361744453738642;0,599705176008507;0,487546373502104;0,426957387886751;0,472490643337247;0,556231277957004;0,525167039651628;0,498765226347266;0,477091491669923;0,678710401656403;0,478310440696397;0,364816892572244;0,461101038729265;0,668320252204077;0,69517136739275;0,104881885499757;0,483041260870431;0,404903261174315;0,571616945256967;0,458048715051768;0;0,438637507024397;0,353699858716559;0,480322008593308;0,628846815526121;0,597211787883856;0,482823461379253;0,519211579762192;0,579119931291608
"TCGA.BQ.5890";0,5745910929365;0,605806856297982;0,631325822722355;0,736817282042763;0,566606116329171;0,647732799813323;0,75150960036962;0,568045996868782;0,561307822123403;0,630776390995134;0,655992962594726;0,620301723183669;0,250450248916977;0,651860761462493;0,540086901030756;0,465058727789267;0,622533499938056;0,330978574340658;0,2545081352019;0,770209516248348;0,715414597830734;0,590434018255548;0,713580464835915;0,438637507024397;0;0,709740411777325;0,611693636126407;0,5760286938157;0,676528536831086;0,742834257657048;0,682592019932031;0,594450084369297
"TCGA.BQ.5884";0,633112853793098;0,667942187657281;0,595362632175658;0,787200137011366;0,443058321140081;0,708125670221454;0,748525802397888;0,593469073983082;0,600845515928987;0,646200629655956;0,666171376083054;0,667576648716787;0,201759562367849;0,668390976722087;0,603046709386338;0,450849345367224;0,619723562540204;0,293088440199483;0,298038495180539;0,78665864063605;0,764051347816149;0,588013755926446;0,774718560613449;0,353699858716559;0,709740411777325;0;0,656823674153619;0,52756651282388;0,690966849509202;0,641378637216177;0,653684246349595;0,530334262242459
"TCGA.BQ.7046";0,768019512221449;0,624997421632924;0,552685483020637;0,56214607194312;0,487091357898499;0,714857511054295;0,60282497596866;0,549904249930999;0,658640017865968;0,626452243860691;0,600325419546181;0,63635741259158;0,337742710835795;0,659677373870223;0,798532984403125;0,684269309413279;0,682210170114782;0,484055902253326;0,47099767934771;0,624422730334973;0,708110682236724;0,597398599332971;0,797962558634164;0,480322008593308;0,611693636126407;0,656823674153619;0;0,652175516900534;0,724210620863365;0,632702373453959;0,641338809469346;0,516753810365366
"TCGA.P4.A5ED";0,652578561068032;0,634989487376639;0,647841254532557;0,480059471818636;0,589056376858412;0,643326380859875;0,518638925413077;0,519989776425657;0,594723403784081;0,557914716632749;0,625959413659462;0,561614166081459;0,421452722066058;0,590139350862025;0,59998857323897;0,566251344411089;0,718534344054027;0,594203717648636;0,314359659077778;0,578770777518528;0,633465442787806;0,592556126567013;0,654731596579546;0,628846815526121;0,5760286938157;0,52756651282388;0,652175516900534;0;0,654589540362662;0,637054787678072;0,617729265489816;0,614809055293754
"TCGA.BQ.7044";0,662513907751906;0,642447437890365;0,673817323656384;0,685976446882917;0,566597997324941;0,751747597032914;0,750943270935965;0,68652376595337;0,731307389877582;0,758056369987659;0,687152278421238;0,726185184885201;0,424764972006857;0,724802376938491;0,591682451967537;0,582826430518339;0,810432047601671;0,508161133637792;0,269795174869437;0,784845303778476;0,67587407251884;0,718846834926151;0,747670511860254;0,597211787883856;0,676528536831086;0,690966849509202;0,724210620863365;0,654589540362662;0;0,679366985378948;0,712160599920737;0,652643582572016
"TCGA.A4.A57E";0,628977911868988;0,70041463282592;0,708239017691087;0,626729810536432;0,618287995408003;0,719339819174899;0,679761004409494;0,680022691081398;0,614823009527601;0,639777412415949;0,748151346373367;0,669555939829539;0,251100611397113;0,726873416554455;0,552329004574699;0,459809310681002;0,659416872380351;0,358597314644218;0,273057041008317;0,687789838833635;0,716788787629755;0,657573158815991;0,744862604971808;0,482823461379253;0,742834257657048;0,641378637216177;0,632702373453959;0,637054787678072;0,679366985378948;0;0,721543806413417;0,704420465823023
"TCGA.BQ.5891";0,678273373290401;0,702437947420089;0,800876880310057;0,636280065065732;0,63125418675959;0,801378237842698;0,705621490841212;0,702242781582234;0,696334945753172;0,760640139863437;0,779581955216673;0,803373108902028;0,350103456908421;0,774944024666352;0,541857899637488;0,457241205919482;0,70537110488181;0,385865435720957;0,201876064179949;0,717205852124489;0,656540576754953;0,825004342055317;0,753264285588032;0,519211579762192;0,682592019932031;0,653684246349595;0,641338809469346;0,617729265489816;0,712160599920737;0,721543806413417;0;0,733124046385944
"TCGA.GL.7966";0,567379945610166;0,660174587555201;0,846379329441559;0,539802477910889;0,693200799600824;0,671754295709547;0,596306856618984;0,720708284693502;0,640743508521225;0,661590013757917;0,794397794347019;0,669490608913749;0,372269101642842;0,674133848254442;0,419962901102231;0,412430530853539;0,699502828381741;0,40360332672165;0,121445645964062;0,640414358623096;0,568042037147213;0,740289462758253;0,626194670104827;0,579119931291608;0,594450084369297;0,530334262242459;0,516753810365366;0,614809055293754;0,652643582572016;0,704420465823023;0,733124046385944;0
